user_id,item_id
11759070,88640862
114571520,320874652
49060518,367257136
13036407,29990187
26201404,105012137
27802109,248472943
27226408,194203743
139619605,389992233
22018449,285163048
50203894,272956708
119163438,312213454
136154031,274780347
62561606,95806098
45649043,62969585
17980234,172420461
62390663,161716369
62561606,138348629
45649043,92123803
27802109,249656709
21128922,244857111
51051799,213201740
62561606,375416896
62561606,35299563
14073732,239991623
138442240,38063851
41283289,291101455
34775275,188785782
52403660,383270745
26882464,15460711
129162123,8107604
129162123,233370248
5745431,148321401
64422168,378092857
127276245,297882199
64792062,31711538
113445572,371111258
129162123,45305082
129162123,181098520
40528453,319719400
21619785,345504016
33905986,319285282
61776800,48298562
116523407,357925514
125584802,31906505
129335403,185579171
138961180,98603220
11522967,58562911
5538350,371523534
100226515,326454793
17219776,128702084
48449895,259269741
132502691,147699590
123685895,215326433
41632219,334631668
44110985,248339103
117209225,373682094
27880085,125929317
25966114,280643516
58650579,79626687
132764240,323206027
36219062,322277888
28701587,339822694
113932559,333334315
128066361,31917493
111348988,60580689
11244543,385729946
43121491,297104546
15775396,121306070
102831484,134674087
47671268,49516306
11265063,165371500
114591917,302256354
102030700,39374891
128066361,312946168
105425264,209873828
17939047,306263436
132424760,69977335
139332508,140724759
40749808,246066677
116523407,360817002
105425264,112053808
112907554,41644103
1382821,400034362
11244543,358655474
137318196,216372560
17530357,222191482
3951253,275992774
116396525,273767427
129970293,342641045
40406632,177564432
45195392,292892569
117893601,274308791
118059615,234412519
46027472,176651271
11244543,280215543
62390663,331718154
62294198,198641355
102769936,39771482
41283289,106015853
123234146,275504801
55687391,395678772
108648119,97064041
138589540,170742994
55842521,332675812
134314587,310445741
29633312,308286880
31663549,358084230
11244543,239392671
110115430,324276166
112721758,305923855
129719412,240482089
13709817,299941043
30919120,264753382
44110985,369565869
47913800,195065436
137882256,45334865
129719412,137866200
113981156,396383018
115335440,342965235
137025147,391264839
13749945,392339541
47380556,69282199
34643740,140155715
53624597,195965321
11244543,233292190
132764240,301315473
17530357,215345784
3927337,2029015
46027472,246937082
12861753,361525697
50325088,113033221
119282190,188581250
11244543,242537420
62390663,121427217
135792408,47366843
129970293,149270318
127643976,345699052
117209225,37114448
37165541,84981878
10587282,11434344
101359807,266049335
64318839,413340
3277525,84738453
138003363,372762867
141826607,1665069
47762627,83161663
57977424,164319897
136275558,204682597
127276245,327908585
134576592,394815530
137365881,154199567
22359420,33003897
37393370,190166651
21902688,102266772
62321270,58259674
49060518,150745281
105001355,361687459
40406632,220220470
111314602,6963167
136154031,240907764
57977424,136947889
117909027,391429732
40528453,24106739
123746669,2974361
27880085,17838188
62492600,220560830
1197847,171739106
42354574,394767028
18410569,352753885
6220145,404025377
103823974,37910916
28140683,341611541
45542840,382441689
123265349,202665859
43121491,77000666
454872,47005484
49139898,88270535
65156859,384533905
13678830,193005655
34643740,154455248
35274052,196245419
135292392,233291369
39970946,215008978
21633360,72224487
140342846,26529807
26882464,198788331
32907943,62480162
114245573,144894709
103262671,151764399
138222096,101268199
14073732,149394141
50285347,99623009
20627865,266094503
103459768,193042629
4406018,10098506
13795569,3285422
18749959,279200862
110507614,257891992
129580503,205134077
41396203,95774224
131832287,360266987
27068950,26365199
111294118,129754506
42873856,25790243
108648119,165059063
141934553,287308537
42873856,89430767
47222483,48590053
58998438,198732859
112671106,152892401
114880178,249731523
134979525,132681991
136275558,16887513
24298813,315901816
45837941,27985394
45837941,185636108
103214311,91850689
108351764,218446594
113853212,137025490
131231825,301628976
137618175,275834749
138222096,192357424
60380684,237223630
2201473,301059861
105294335,200756511
23666668,12102374
111413851,85377095
116396525,222659321
52867640,108536167
119604288,90634996
45649043,360118466
122040080,6847603
108034286,308288406
133747292,169300484
17931409,156434933
20752626,156859285
28180583,106812294
50325088,180502553
64019348,54834297
100572118,343505443
101640658,158311438
61902875,184120970
105718427,198147769
115307135,92365997
120306985,75693482
126389844,212131673
140948903,214309442
16506346,219597922
29518607,348058523
35932244,281755086
36362795,347943745
47585504,342219507
50780812,32807586
52867640,38040932
37736729,40319503
124030328,314990455
100775470,300817289
136696113,370694154
58581174,385548018
2717587,229774332
28180583,293783002
137025147,231301770
6232766,303887805
114686924,32290737
3921637,118477393
29611928,359296643
40406632,224861726
132764240,305077427
102115747,372271027
108170081,282182094
119643342,328344982
12612606,377315497
136622436,295672224
25966114,139425971
28254671,21519397
5193719,14024370
56993964,305742819
138865057,265903997
21902688,282620080
120319045,391597872
133629062,73226015
28883723,260226898
35415470,316366152
138456343,30551582
119282190,12506382
37285880,352975468
115512791,254759190
119385372,90520270
132764240,110753746
30480882,342372325
28701587,77002573
22061517,118030253
100605,315272023
45195392,236338367
12861753,333454492
61598072,28739186
1434157,146676202
10587282,193658435
47184224,112751222
21902688,322865562
50783368,12892261
105294335,394946167
125503796,100043129
110051854,55861035
61640288,77864920
37736729,263271532
13795569,328736243
15019189,343686004
50706541,67146802
131193053,281327064
15330397,366397335
29645591,234737968
42873856,67457624
126655818,215152933
353514,157861020
117891150,264411428
140644592,86457183
117631619,250720385
112767187,72328021
104904346,30979522
39970946,2785556
107818388,275211847
25428250,118770909
108034286,359842897
119440845,88192732
116523407,263209347
133757576,213799573
135378246,154200932
137909856,70232024
139887505,395883264
3444136,348051408
55147304,328163743
40201228,204634836
106778951,154455248
63149078,304004970
115988195,78955408
23540458,128200870
6308735,260095457
10095384,181316590
106105154,30088906
108034286,73076698
113084363,127748323
115939997,110818069
121986074,360130830
128300667,257446300
13232169,221013314
139391047,47762296
141317495,399411582
15019189,13776525
19010476,88014907
41396203,294957465
57977424,379041953
58517586,386688964
63325982,7694922
113598767,384566793
115844210,402461535
12523584,274121295
129719412,157790980
135298434,176004766
138780010,401070714
139305580,229960407
139731337,11852059
17652577,404128202
21902688,383472540
29017898,239917621
32130259,186370726
55801187,329301415
5720921,187147393
64318839,212384820
64860450,76830469
100714423,271735520
102777769,196200832
10587282,90823743
109326356,183529521
130937426,394675702
131832287,148186578
13678830,311047975
137365881,404248191
23192563,235099979
31182685,73233753
41686678,385753960
44763131,116452912
46673681,181249905
51051799,271875244
51051799,218150457
59704137,200832415
6074624,320701998
16784587,256699696
126047058,172320465
42295282,84806089
42295282,191174380
55687391,50105427
45649043,14193987
62492600,305291380
44658539,388491327
138093675,312079368
17411110,74166174
100695202,294238495
108170081,324477898
11244543,290212267
114885602,271254567
114885602,316840401
124672580,146825230
132626507,299440985
136154031,123749896
14458587,93974956
28180583,163515330
44494127,66875804
45895559,198823079
50325088,152913686
100572118,385700165
100572118,312702922
111852751,25796154
114412982,373389502
122943143,17050674
128441868,276316706
128441868,123705616
27226408,366091478
39970946,107048538
47671268,245152255
54817646,224377559
58210263,57241247
108798644,367787535
119663397,284585584
21737559,380191317
24809533,341114188
27880085,271424416
37100390,174651776
59888211,144117016
36219062,322880622
27216580,328690184
107353151,160161335
134314587,325223736
3927337,220562580
107276237,209635245
32119657,377878926
109381076,373903413
138047652,4483263
28178051,249403460
31485010,282731010
43877747,11369913
45542840,259559168
62879735,384038335
118404042,119073682
125528876,230764298
20170404,185731592
34539613,391421279
118107588,400517071
12578052,147523503
133629062,97796295
142094433,348630740
25737478,353450244
30966958,178396709
58650579,328216047
64243962,214620738
6082286,261895293
4338884,7993935
33394468,321093547
39970946,42818333
22805449,82201230
140483078,99558990
100468048,222699531
10587282,209326440
37394387,149800738
130887002,202371512
42966754,294238495
136154031,309558748
1434157,23693153
41356531,112728425
119604288,191559762
28115180,93428933
127067454,129229417
19700336,318239066
110482750,147757909
1382821,7158556
46586483,255708467
109682448,233781862
17939047,273578661
128148624,365917183
42407116,380232886
64152797,223258581
42500437,183756700
11638095,42913500
15425119,337877246
14969215,241237988
29611928,290000925
117209225,28770075
15459124,70602350
104009890,140337466
16048282,323977673
102009397,357049176
138372165,266336175
17825629,394328165
50886778,320313798
50990278,322340206
140948903,22540524
64151780,212599133
56852136,344964894
23540458,202327100
111314602,370351518
35314933,296446231
43129471,314042772
136493844,217887045
31872397,139829611
107773640,211885950
137640381,205571401
42295282,62159050
23511934,215549616
29645591,81020708
33382018,274230363
12956532,395322618
114883550,202439502
112721758,74685544
29853689,340869480
139604638,387072577
43525076,137306933
10554312,54583429
190518,63272625
35934752,201014813
41731867,271170423
52219151,328979459
140570048,30142361
12578052,78311359
127960485,258300047
21500790,128986552
19699436,38063851
38660360,62881970
29539526,2152073
126744954,215821450
104900356,45653471
112619968,95867699
109321520,224480018
63143549,302800396
110128897,215069771
2048794,200230624
115782971,352361456
47171936,335381608
21902688,36275103
126047058,304951094
139379200,246955199
62294198,294031773
101454268,106775922
104328850,177091835
108934622,329576721
110581771,108548879
114328130,264721370
119643342,38359527
131801027,360017532
132673223,178907847
142125648,145040647
15425119,206663847
19325000,86579946
21350424,216964410
25619476,202028229
27275005,224844285
3285586,313205429
41960104,275347731
43525076,21461568
46166906,99318851
47633249,396056251
50114359,283687321
50913052,267015280
52058492,302387643
55842521,255919626
56911827,346201402
57977424,225812171
58874337,27352556
62879735,382329859
64523469,294467027
102110170,21820024
102633271,145592474
108275372,56868718
118996137,118770909
129162123,193749971
134979525,338630082
136275558,244281456
138714313,325263749
141957980,221893495
17939047,20024833
17939047,154955768
226017,147089148
34044799,258885484
3760978,145843147
42500437,92257615
45837941,322649359
47838026,387650064
49139898,305758421
53976869,43508009
55801187,61058493
64318839,210626321
100369825,5599977
111231076,341926027
116448659,160491730
116922236,207606660
122836499,197590431
127211037,230986307
129285189,280251797
18249259,80411699
20043933,384276622
22740879,289110991
25730704,124227886
26357800,265903956
27496280,86610821
36639152,360964247
4086200,171852886
42295282,130851918
43865924,121076875
4501049,264137336
48967362,68940123
49780473,97633067
52913276,157317481
57077829,402963221
59010207,220047612
353514,224268211
34841326,318510293
15913654,141456015
58887024,82413543
27266935,271816755
38714774,374137608
44003504,36424293
50706541,25442593
130306265,258365369
50325088,289853271
25003477,58709227
39628706,133589067
62677190,51341142
104452576,32074528
112721758,129792032
116523407,119930041
123211175,398204635
126735858,252349934
127643976,53627090
128015256,319534299
132626507,24376695
132626507,179516225
132626507,140610787
132747710,263014505
20752626,346336773
26894059,103120757
28180583,237505531
40796353,167535712
50325088,224928809
57415269,253363464
61283696,309392996
62103155,58834379
108163037,322845324
129775149,339546084
22726524,272369633
30919120,121318977
33905986,67111053
39970946,393458344
39970946,71202290
43205692,19046121
45837941,386045508
45837941,282842410
103214311,105689941
106115495,125701061
106778780,232663396
120471076,222851513
123746669,99398749
130279610,293867036
135792408,278753602
138062871,90412888
20657253,290186594
20927673,376823168
20988891,65505907
35350045,9302233
37712171,12160971
16596658,370710855
106932875,15075795
117566660,229796496
31045873,267882120
103214311,286322994
122573408,116015234
42354574,76479026
62492600,249810293
119030868,206309707
136275558,288595116
107098478,349627081
54862823,172658854
33713668,146366501
102831484,342937973
119486616,229644759
131915414,157745376
134236257,143098144
1840942,309490040
1840942,7208610
25619476,191917795
25966114,182954957
29141072,139533689
49889355,125089236
55988786,299344097
60710861,46243040
6357161,372332367
115475948,194698763
119269023,180018971
49860627,321678683
50216353,270882795
65156859,307491533
103214311,249965919
114357452,203626886
126102987,250570157
12952941,377404755
14202153,24528439
14202153,337455716
21717333,269584561
21717333,257735994
25737478,380202209
41762899,92319425
42295282,93532495
49669986,176474194
52913276,155857132
59252367,115212758
19441520,92047526
56129697,14580205
22563186,221745366
115307135,68763042
130306265,22677087
4406018,186306801
118359822,178366632
65047383,205286285
62561606,145152946
20627865,19050506
57887100,384426531
49537083,267392081
132818255,153124469
13346727,71507195
13346727,295177427
141753440,374620771
62457308,56833199
116147834,329624631
136915656,355989820
111314602,332947249
36219062,199008790
105900884,8774280
140342846,373843357
59704137,112895663
46554986,237389762
128338662,75713416
103214311,215915394
50325088,166559479
114475283,287927327
116839028,299838713
133511255,322719901
139887505,149191151
119309106,45764683
129970293,109906258
61283696,376927724
2201473,183993423
29633312,9945586
12584346,175096815
61283696,151268005
39810707,79492217
55988786,360145433
11448627,251073134
125853708,22929014
15310570,203629144
129335403,235114304
24298813,266934764
121568891,41579456
109321520,383856676
132506852,195946406
58306059,351974118
52867640,355214927
50886778,368456763
65047383,126847591
139619605,90459710
125817855,72688322
31849744,19329827
55134047,348044061
14640987,199836654
14640987,248807144
116922236,286425312
59193075,192588724
103995979,215731758
117236894,216052624
62096384,50729579
132791225,48169150
102658750,46177834
50203894,68958481
26900041,390083527
43679933,2481388
47308166,303044277
49887417,46479160
103884109,171225198
14787409,9583442
43525076,20375494
23666668,77283590
38026943,253800192
125853708,219607303
44763131,149922368
110250703,56506911
3277525,196804026
58306059,268877621
111314602,394489983
138404221,145078505
48790890,338727776
44494127,281077006
21021180,180170462
124369376,189276686
129684987,362036513
53283860,325751912
64723011,7049375
61720898,393106649
35662052,207049927
114448640,117438034
101640658,370548591
13366002,200896751
51351379,358451803
40619641,52248650
3455170,386523923
35482754,307600160
36502193,118630883
23475043,102974795
101465416,219296991
117053843,174309018
58756791,363566561
119486616,57248620
