user_id,item_id
13773861,121716939
124166879,290364247
38026943,253800192
42096946,386241735
11105622,76787566
100442521,362002225
53667812,396321302
27435290,241093016
36193619,154326991
121492295,47726888
130507850,264647139
100442521,244784735
22099113,182762077
56174019,371475773
13305411,27604851
27317801,263004073
5369231,56559040
13036407,390083719
20758953,21836842
4209449,159211259
4209449,69692737
50142094,69597321
62844941,47909770
116592686,172241091
116592686,49002319
121986074,363765571
111070759,271627809
31256146,29222149
100226515,250781249
20714892,342622976
22094658,225773082
40824670,307989771
46839347,80727711
112658053,137407767
124956647,159219622
49706772,22363485
38511479,310796239
62901383,143203248
137640381,205571401
128008896,137318721
44110187,163037053
131620940,142375514
50142094,254127882
106778951,116609901
36639152,188829201
124700441,192074764
141227570,263152606
62901383,349309903
138065199,392329577
35482754,255545423
120278269,238289627
105315608,145242115
134241933,83002244
124700441,189658305
15560848,15243334
122986796,401793249
117199100,165999446
109682448,233781862
54594113,228376637
42873856,25790243
135378246,133073301
100422676,261916960
113512469,61064707
1591612,388604292
64860450,326293094
121326560,112539312
36193619,209034921
58165245,125695683
54384458,116244095
51251512,225395128
135567210,78957582
25286173,278155255
111311287,219467362
62901383,110427021
128338662,311499944
302466,250092278
46729748,210012720
135378246,25988411
121986074,215620055
44445188,289955323
50783368,205542738
108520256,210978116
16077718,217396054
133679246,29037240
135378246,400701289
14077323,243247357
1884205,194307524
15582460,65482073
22118106,362560732
29194001,396617875
29194001,345757313
43484740,222614344
134764464,320115575
10238478,333849847
12952941,254429075
138589540,105209861
29516783,46966390
130756541,30853130
12952941,195290669
35482754,307600160
25618003,222700400
28047761,271001549
15535972,220590039
20231406,209063561
112201231,305849282
124353107,238714300
3320605,362277971
20501826,316450804
132626507,23327691
116922407,1805007
135378246,180200233
46729748,400840831
59165397,106961622
13642146,121202907
14021211,155779204
128902392,169675009
5369231,394658338
109092473,100284729
135378246,154200932
105315608,31073638
131978114,132723173
39329021,328376598
112619968,95867699
5360957,289768380
113512469,150429306
115554515,335961429
12952941,401863214
17465512,13834609
119227071,357104534
25737649,336145229
20208411,203389922
61432703,337098384
25737649,17712290
101680957,89635354
106778951,154455248
29545478,91082397
110068303,367866845
