user_id,item_id
103809220,826037
104256814,362840568
115283459,317784566
128912448,87270298
27802109,52978707
62327312,119385109
2336722,383455212
3035650,184250201
50260039,398187257
111730132,19354205
118468158,36004715
123198680,297918228
107098478,399404377
137893632,179895989
141622352,200072022
102616570,235492929
116592686,49002319
13799559,200828892
12094728,173414207
34727143,337032634
61936652,81078933
21902688,304635222
135315546,222009542
100692286,7391236
128306994,106310603
32105782,236485415
109354262,197032933
18632047,89870867
25132855,93059691
52671560,44803774
62561606,300295058
46655888,109975073
20752626,352240757
15981232,208826463
114686924,134173711
58676181,175931526
112485514,209953710
22276293,285431927
125168930,213736476
6400070,83098075
14716705,14382875
5156621,151291580
126067131,104404273
48433227,180987614
28191161,151811088
64832715,193863113
125005319,128850504
4703879,43875725
19258427,51328625
6059291,11746217
45647105,103984107
41258128,101119801
123778565,28145579
21791661,87337798
57077829,400016108
115283459,362326803
48620310,165128372
28785719,94006542
10345350,235890007
115581956,179482377
37570892,316210929
24360304,880458
11436462,71215698
129397866,520671
109373072,370229963
57907794,119309085
127333086,388084293
114020513,393542089
63006965,126381946
125779277,27658527
63698318,30144671
52006940,112811997
131750537,330453555
61720898,39259878
58874337,30190782
59165397,326941176
63614984,262398323
106035056,345559245
11020158,134357230
114357452,236584088
125096951,147325219
4412198,391752015
112466305,174561513
110086648,1306334
3883207,185987537
25618003,132343683
112704829,261539836
36219062,4234599
114328130,241271183
130468784,32967828
128531013,185559734
18704425,37909964
5603765,273704295
122531057,190743136
53034371,339458322
13366002,377078526
113077148,296197601
17298160,63059858
35323402,95806148
44494127,270963248
21737559,359953229
29396660,270738953
61504511,60951279
31535092,402969171
4419902,187893246
124336007,303917896
112457266,597862
15609490,303299071
111801475,34841245
132941363,231499405
103047301,206570619
40226536,202936026
112677034,232275964
12966018,133582810
131694,45458672
127137324,137581987
121526027,278315526
61814261,393890504
40492156,241953909
22194714,115791404
127707552,40857773
34085107,169978120
121857893,248019951
126849846,308515814
135885591,348629271
58341522,252533154
112134658,261172507
33701674,151071457
36555521,232541549
11279964,168681351
28785719,239313404
62407922,295644255
20629176,172956822
133911876,183385466
10762695,331002862
23010598,247152136
63327236,358274459
43466377,167784376
34841326,288939539
120928879,291352485
132755942,241962073
138062871,271956706
132941363,291383478
137640381,249441342
129412299,294570336
136009539,244394192
126949332,382352462
17980291,67941352
44494127,287652087
129319377,341239588
141137969,175482688
25132855,43068254
131978114,398317601
116306612,195457699
60323228,154719192
134998335,177572200
133757576,58080760
134170020,83731778
31256146,29222149
42966754,61912945
28452485,39775053
61504511,281426651
127245441,295681620
59711751,248946914
130245605,263895570
61149800,370252317
40939846,368761589
128817246,227637337
130736696,176180764
133380155,185549907
117294701,73231723
142094433,150482159
39075464,201457330
59193075,371552890
35483999,180262300
19258427,291391882
105425264,23835044
57204939,243790914
47047811,6903310
106003787,254296879
29375912,185385699
136098606,179954640
114883550,395277386
111613774,331647223
61283696,297302432
36098816,10916261
11481240,54460443
